result_id,race_id,season,round,driver_id,constructor_id,grid_position,finish_position,position_text,points,laps_completed,status,fastest_lap_rank,fastest_lap_time,is_classified,qualifying_position,q1_ms,q2_ms,q3_ms
2022_03_leclerc,2022_03,2022,3,leclerc,ferrari,1.0,1.0,1,26.0,58.0,Finished,,1:20.260,True,1.0,78881.0,78606.0,77868.0
2022_03_max_verstappen,2022_03,2022,3,max_verstappen,red_bull,2.0,,R,0.0,38.0,Fuel leak,,1:21.677,False,2.0,78580.0,78611.0,78154.0
2022_03_mick_schumacher,2022_03,2022,3,mick_schumacher,haas,15.0,13.0,13,0.0,57.0,+1 Lap,,1:23.006,True,15.0,80104.0,80465.0,
2022_03_norris,2022_03,2022,3,norris,mclaren,4.0,5.0,5,10.0,58.0,Finished,,1:22.248,True,4.0,79280.0,79066.0,78703.0
2022_03_ocon,2022_03,2022,3,ocon,alpine,8.0,7.0,7,6.0,58.0,Finished,,1:22.469,True,8.0,79605.0,79136.0,79061.0
2022_03_perez,2022_03,2022,3,perez,red_bull,3.0,2.0,2,18.0,58.0,Finished,,1:21.094,True,3.0,78834.0,78340.0,78240.0
2022_03_ricciardo,2022_03,2022,3,ricciardo,mclaren,7.0,6.0,6,8.0,58.0,Finished,,1:22.451,True,7.0,79665.0,79130.0,79032.0
2022_03_russell,2022_03,2022,3,russell,mercedes,6.0,3.0,3,15.0,58.0,Finished,,1:21.495,True,6.0,79405.0,79076.0,78933.0
2022_03_sainz,2022_03,2022,3,sainz,ferrari,9.0,,R,0.0,1.0,Spun off,,,False,9.0,78983.0,78469.0,79408.0
2022_03_stroll,2022_03,2022,3,stroll,aston_martin,19.0,12.0,12,0.0,58.0,Finished,,1:23.592,True,20.0,,,
2022_03_tsunoda,2022_03,2022,3,tsunoda,alphatauri,13.0,15.0,15,0.0,57.0,+1 Lap,,1:23.342,True,13.0,79742.0,79424.0,
2022_03_vettel,2022_03,2022,3,vettel,aston_martin,17.0,,R,0.0,22.0,Accident,,1:25.189,False,18.0,81149.0,,
2022_03_zhou,2022_03,2022,3,zhou,alfa,14.0,11.0,11,0.0,58.0,Finished,,1:22.541,True,14.0,79910.0,80155.0,
2022_04_albon,2022_04,2022,4,albon,williams,18.0,11.0,11,0.0,62.0,+1 Lap,,1:21.757,True,20.0,,,
2022_04_alonso,2022_04,2022,4,alonso,alpine,9.0,,R,0.0,6.0,Collision damage,,1:39.685,False,5.0,80198.0,79595.0,89202.0
2022_04_bottas,2022_04,2022,4,bottas,alfa,7.0,5.0,5,10.0,63.0,Finished,,1:20.758,True,8.0,80419.0,80192.0,90439.0
2022_04_gasly,2022_04,2022,4,gasly,alphatauri,17.0,12.0,12,0.0,62.0,+1 Lap,,1:21.713,True,17.0,80732.0,,
2022_04_hamilton,2022_04,2022,4,hamilton,mercedes,14.0,13.0,13,0.0,62.0,+1 Lap,,1:21.419,True,13.0,80470.0,81138.0,
2022_04_kevin_magnussen,2022_04,2022,4,kevin_magnussen,haas,8.0,9.0,9,2.0,63.0,Finished,,1:21.238,True,4.0,80147.0,79902.0,89164.0
2022_04_latifi,2022_04,2022,4,latifi,williams,19.0,16.0,16,0.0,62.0,+1 Lap,,1:21.338,True,18.0,81971.0,,
2022_04_leclerc,2022_04,2022,4,leclerc,ferrari,2.0,6.0,6,8.0,63.0,Finished,,1:18.574,True,2.0,78796.0,79584.0,88778.0
2022_04_max_verstappen,2022_04,2022,4,max_verstappen,red_bull,1.0,1.0,1,26.0,63.0,Finished,,1:18.446,True,1.0,79295.0,78793.0,87999.0
2022_04_mick_schumacher,2022_04,2022,4,mick_schumacher,haas,10.0,17.0,17,0.0,62.0,+1 Lap,,1:18.999,True,12.0,80422.0,80916.0,
2022_04_norris,2022_04,2022,4,norris,mclaren,5.0,3.0,3,15.0,63.0,Finished,,1:20.903,True,3.0,80168.0,79294.0,89131.0
2022_04_ocon,2022_04,2022,4,ocon,alpine,16.0,14.0,14,0.0,62.0,+1 Lap,,1:21.887,True,19.0,82338.0,,
2022_04_perez,2022_04,2022,4,perez,red_bull,3.0,2.0,2,18.0,63.0,Finished,,1:18.949,True,7.0,79773.0,79296.0,89808.0
2022_04_ricciardo,2022_04,2022,4,ricciardo,mclaren,6.0,18.0,18,0.0,62.0,+1 Lap,,1:21.577,True,6.0,79980.0,80031.0,89742.0
2022_04_russell,2022_04,2022,4,russell,mercedes,11.0,4.0,4,12.0,63.0,Finished,,1:20.962,True,11.0,80383.0,80757.0,
2022_04_sainz,2022_04,2022,4,sainz,ferrari,4.0,,R,0.0,0.0,Collision,,,False,10.0,79305.0,78990.0,
2022_04_stroll,2022_04,2022,4,stroll,aston_martin,15.0,10.0,10,1.0,62.0,+1 Lap,,1:21.750,True,15.0,80342.0,88119.0,
2022_04_tsunoda,2022_04,2022,4,tsunoda,alphatauri,12.0,7.0,7,6.0,63.0,Finished,,1:20.544,True,16.0,80474.0,,
2022_04_vettel,2022_04,2022,4,vettel,aston_martin,13.0,8.0,8,4.0,63.0,Finished,,1:21.211,True,9.0,80364.0,79957.0,91062.0
2022_04_zhou,2022_04,2022,4,zhou,alfa,0.0,15.0,15,0.0,62.0,+1 Lap,,1:21.286,True,14.0,79730.0,81434.0,
2022_05_albon,2022_05,2022,5,albon,williams,18.0,9.0,9,2.0,57.0,Finished,,1:33.447,True,18.0,91266.0,,
2022_05_alonso,2022_05,2022,5,alonso,alpine,11.0,11.0,11,0.0,57.0,Finished,,1:33.331,True,11.0,90407.0,90160.0,
2022_05_bottas,2022_05,2022,5,bottas,alfa,5.0,7.0,7,6.0,57.0,Finished,,1:33.184,True,5.0,90845.0,89751.0,89475.0
2022_05_gasly,2022_05,2022,5,gasly,alphatauri,7.0,,R,0.0,45.0,Suspension,,1:34.487,False,7.0,90779.0,90128.0,89690.0
2022_05_hamilton,2022_05,2022,5,hamilton,mercedes,6.0,6.0,6,8.0,57.0,Finished,,1:32.941,True,6.0,90388.0,89797.0,89625.0
2022_05_kevin_magnussen,2022_05,2022,5,kevin_magnussen,haas,16.0,16.0,16,0.0,56.0,Front wing,,1:33.511,True,16.0,90975.0,,
2022_05_latifi,2022_05,2022,5,latifi,williams,19.0,14.0,14,0.0,57.0,Finished,,1:34.169,True,19.0,91325.0,,
2022_05_leclerc,2022_05,2022,5,leclerc,ferrari,1.0,2.0,2,18.0,57.0,Finished,,1:31.488,True,1.0,89474.0,89130.0,88796.0
2022_05_max_verstappen,2022_05,2022,5,max_verstappen,red_bull,3.0,1.0,1,26.0,57.0,Finished,,1:31.361,True,3.0,89836.0,89202.0,88991.0
2022_05_mick_schumacher,2022_05,2022,5,mick_schumacher,haas,15.0,15.0,15,0.0,57.0,Finished,,1:32.528,True,15.0,90645.0,90423.0,
2022_05_norris,2022_05,2022,5,norris,mclaren,8.0,,R,0.0,39.0,Collision,,1:33.411,False,8.0,90761.0,89634.0,89750.0
2022_05_ocon,2022_05,2022,5,ocon,alpine,20.0,8.0,8,4.0,57.0,Finished,,1:33.163,True,20.0,,,
2022_05_perez,2022_05,2022,5,perez,red_bull,4.0,4.0,4,12.0,57.0,Finished,,1:31.819,True,4.0,90055.0,89673.0,89036.0
2022_05_ricciardo,2022_05,2022,5,ricciardo,mclaren,14.0,13.0,13,0.0,57.0,Finished,,1:33.265,True,14.0,90583.0,90310.0,
2022_05_russell,2022_05,2022,5,russell,mercedes,12.0,5.0,5,10.0,57.0,Finished,,1:32.195,True,12.0,90490.0,90173.0,
2022_05_sainz,2022_05,2022,5,sainz,ferrari,2.0,3.0,3,15.0,57.0,Finished,,1:31.790,True,2.0,90079.0,89729.0,88986.0
2022_05_stroll,2022_05,2022,5,stroll,aston_martin,0.0,10.0,10,1.0,57.0,Finished,,1:33.312,True,10.0,90441.0,89996.0,90676.0
2022_05_tsunoda,2022_05,2022,5,tsunoda,alphatauri,9.0,12.0,12,0.0,57.0,Finished,,1:33.035,True,9.0,90485.0,90031.0,89932.0
2022_05_vettel,2022_05,2022,5,vettel,aston_martin,0.0,17.0,17,0.0,54.0,Collision,,1:33.479,True,13.0,90677.0,90214.0,
2022_05_zhou,2022_05,2022,5,zhou,alfa,17.0,,R,0.0,6.0,Water leak,,1:35.731,False,17.0,91020.0,,
2022_06_albon,2022_06,2022,6,albon,williams,18.0,18.0,18,0.0,64.0,+2 Laps,,1:28.281,True,19.0,81645.0,,
2022_06_alonso,2022_06,2022,6,alonso,alpine,20.0,9.0,9,2.0,65.0,+1 Lap,,1:26.599,True,17.0,81043.0,,
2022_06_bottas,2022_06,2022,6,bottas,alfa,7.0,6.0,6,8.0,66.0,Finished,,1:26.395,True,7.0,80355.0,80053.0,79608.0
2022_06_gasly,2022_06,2022,6,gasly,alphatauri,14.0,13.0,13,0.0,65.0,+1 Lap,,1:26.987,True,14.0,80719.0,80861.0,
2022_06_hamilton,2022_06,2022,6,hamilton,mercedes,6.0,5.0,5,10.0,66.0,Finished,,1:24.253,True,6.0,80252.0,79794.0,79512.0
2022_06_kevin_magnussen,2022_06,2022,6,kevin_magnussen,haas,8.0,17.0,17,0.0,64.0,+2 Laps,,1:27.537,True,8.0,80227.0,79810.0,79682.0
2022_06_latifi,2022_06,2022,6,latifi,williams,19.0,16.0,16,0.0,64.0,+2 Laps,,1:27.246,True,20.0,81915.0,,
2022_06_leclerc,2022_06,2022,6,leclerc,ferrari,1.0,,R,0.0,27.0,Turbo,,1:27.030,False,1.0,79861.0,79969.0,78750.0
2022_06_max_verstappen,2022_06,2022,6,max_verstappen,red_bull,2.0,1.0,1,25.0,66.0,Finished,,1:25.456,True,2.0,80091.0,79219.0,79073.0
2022_06_mick_schumacher,2022_06,2022,6,mick_schumacher,haas,10.0,14.0,14,0.0,65.0,+1 Lap,,1:27.447,True,10.0,80683.0,80436.0,80368.0
2022_06_norris,2022_06,2022,6,norris,mclaren,11.0,8.0,8,4.0,66.0,Finished,,1:25.619,True,11.0,80838.0,80471.0,
2022_06_ocon,2022_06,2022,6,ocon,alpine,12.0,7.0,7,6.0,66.0,Finished,,1:25.935,True,12.0,80880.0,80638.0,
2022_06_perez,2022_06,2022,6,perez,red_bull,5.0,2.0,2,19.0,66.0,Finished,,1:24.108,True,5.0,80447.0,79830.0,79420.0
2022_06_ricciardo,2022_06,2022,6,ricciardo,mclaren,9.0,12.0,12,0.0,65.0,+1 Lap,,1:27.285,True,9.0,80549.0,80287.0,80297.0
2022_06_russell,2022_06,2022,6,russell,mercedes,4.0,3.0,3,15.0,66.0,Finished,,1:24.636,True,4.0,80218.0,79470.0,79393.0
2022_06_sainz,2022_06,2022,6,sainz,ferrari,3.0,4.0,4,12.0,66.0,Finished,,1:25.985,True,3.0,79892.0,79453.0,79166.0
2022_06_stroll,2022_06,2022,6,stroll,aston_martin,17.0,15.0,15,0.0,65.0,+1 Lap,,1:26.876,True,18.0,81418.0,,
2022_06_tsunoda,2022_06,2022,6,tsunoda,alphatauri,13.0,10.0,10,1.0,65.0,+1 Lap,,1:26.828,True,13.0,80707.0,80639.0,
2022_06_vettel,2022_06,2022,6,vettel,aston_martin,16.0,11.0,11,0.0,65.0,+1 Lap,,1:27.629,True,16.0,80954.0,,
2022_06_zhou,2022_06,2022,6,zhou,alfa,15.0,,R,0.0,28.0,Power loss,,1:28.415,False,15.0,80476.0,81094.0,
2022_07_albon,2022_07,2022,7,albon,williams,16.0,,R,0.0,48.0,Mechanical,,1:18.023,False,16.0,73611.0,,
2022_07_alonso,2022_07,2022,7,alonso,alpine,7.0,7.0,7,6.0,64.0,Finished,,1:15.882,True,7.0,73394.0,72688.0,72247.0
2022_07_bottas,2022_07,2022,7,bottas,alfa,12.0,9.0,9,2.0,64.0,Finished,,1:17.600,True,12.0,73541.0,72909.0,
2022_07_gasly,2022_07,2022,7,gasly,alphatauri,17.0,11.0,11,0.0,64.0,Finished,,1:17.344,True,17.0,73660.0,,
2022_07_hamilton,2022_07,2022,7,hamilton,mercedes,8.0,8.0,8,4.0,64.0,Finished,,1:17.203,True,8.0,73444.0,72595.0,72560.0
2022_07_kevin_magnussen,2022_07,2022,7,kevin_magnussen,haas,13.0,,R,0.0,19.0,Water pressure,,1:33.754,False,13.0,73069.0,72921.0,
2022_07_latifi,2022_07,2022,7,latifi,williams,19.0,15.0,15,0.0,63.0,+1 Lap,,1:18.579,True,19.0,74403.0,,
2022_07_leclerc,2022_07,2022,7,leclerc,ferrari,1.0,4.0,4,12.0,64.0,Finished,,1:16.249,True,1.0,72569.0,71864.0,71376.0
2022_07_max_verstappen,2022_07,2022,7,max_verstappen,red_bull,4.0,3.0,3,15.0,64.0,Finished,,1:16.052,True,4.0,72993.0,72117.0,71666.0
2022_07_mick_schumacher,2022_07,2022,7,mick_schumacher,haas,15.0,,R,0.0,24.0,Accident,,1:24.778,False,15.0,73469.0,73081.0,
2022_07_norris,2022_07,2022,7,norris,mclaren,5.0,6.0,6,9.0,64.0,Finished,,1:14.693,True,5.0,72927.0,72266.0,71849.0
2022_07_ocon,2022_07,2022,7,ocon,alpine,10.0,12.0,12,0.0,64.0,Finished,,1:17.571,True,10.0,72848.0,72528.0,73047.0
2022_07_perez,2022_07,2022,7,perez,red_bull,3.0,1.0,1,25.0,64.0,Finished,,1:16.028,True,3.0,73004.0,71954.0,71629.0
2022_07_ricciardo,2022_07,2022,7,ricciardo,mclaren,14.0,13.0,13,0.0,64.0,Finished,,1:17.532,True,14.0,73338.0,72964.0,
2022_07_russell,2022_07,2022,7,russell,mercedes,6.0,5.0,5,10.0,64.0,Finished,,1:16.830,True,6.0,72787.0,72617.0,72112.0
2022_07_sainz,2022_07,2022,7,sainz,ferrari,2.0,2.0,2,18.0,64.0,Finished,,1:16.421,True,2.0,72616.0,72074.0,71601.0
2022_07_stroll,2022_07,2022,7,stroll,aston_martin,18.0,14.0,14,0.0,64.0,Finished,,1:17.672,True,18.0,73678.0,,
2022_07_tsunoda,2022_07,2022,7,tsunoda,alphatauri,11.0,17.0,17,0.0,63.0,+1 Lap,,1:15.334,True,11.0,73110.0,72797.0,
2022_07_vettel,2022_07,2022,7,vettel,aston_martin,9.0,10.0,10,1.0,64.0,Finished,,1:17.558,True,9.0,73313.0,72613.0,72732.0
2022_07_zhou,2022_07,2022,7,zhou,alfa,20.0,16.0,16,0.0,63.0,+1 Lap,,1:18.200,True,20.0,75606.0,,
2022_08_albon,2022_08,2022,8,albon,williams,17.0,12.0,12,0.0,50.0,+1 Lap,,1:47.966,True,17.0,104719.0,,
2022_08_alonso,2022_08,2022,8,alonso,alpine,10.0,7.0,7,6.0,51.0,Finished,,1:47.989,True,10.0,104083.0,103360.0,103173.0
2022_08_bottas,2022_08,2022,8,bottas,alfa,15.0,11.0,11,0.0,50.0,+1 Lap,,1:48.179,True,15.0,104478.0,104444.0,
2022_08_gasly,2022_08,2022,8,gasly,alphatauri,6.0,5.0,5,10.0,51.0,Finished,,1:48.519,True,6.0,103268.0,103129.0,102845.0
2022_08_hamilton,2022_08,2022,8,hamilton,mercedes,7.0,4.0,4,12.0,51.0,Finished,,1:47.044,True,7.0,103939.0,103182.0,102924.0
2022_08_kevin_magnussen,2022_08,2022,8,kevin_magnussen,haas,16.0,,R,0.0,31.0,Power Unit,,1:48.789,False,16.0,104643.0,,
2022_08_latifi,2022_08,2022,8,latifi,williams,18.0,15.0,15,0.0,50.0,+1 Lap,,1:49.583,True,18.0,105367.0,,
2022_08_leclerc,2022_08,2022,8,leclerc,ferrari,1.0,,R,0.0,21.0,Power Unit,,1:47.531,False,1.0,102865.0,102046.0,101359.0
2022_08_max_verstappen,2022_08,2022,8,max_verstappen,red_bull,3.0,1.0,1,25.0,51.0,Finished,,1:46.050,True,3.0,102722.0,102227.0,101706.0
2022_08_mick_schumacher,2022_08,2022,8,mick_schumacher,haas,20.0,14.0,14,0.0,50.0,+1 Lap,,1:48.410,True,20.0,105775.0,,
2022_08_norris,2022_08,2022,8,norris,mclaren,11.0,9.0,9,2.0,51.0,Finished,,1:47.997,True,11.0,104237.0,103398.0,
2022_08_ocon,2022_08,2022,8,ocon,alpine,13.0,10.0,10,1.0,51.0,Finished,,1:48.297,True,13.0,103903.0,103585.0,
2022_08_perez,2022_08,2022,8,perez,red_bull,2.0,2.0,2,19.0,51.0,Finished,,1:46.046,True,2.0,102733.0,101955.0,101641.0
2022_08_ricciardo,2022_08,2022,8,ricciardo,mclaren,12.0,8.0,8,4.0,51.0,Finished,,1:48.276,True,12.0,104437.0,103574.0,
2022_08_russell,2022_08,2022,8,russell,mercedes,5.0,3.0,3,15.0,51.0,Finished,,1:47.177,True,5.0,103754.0,103281.0,102712.0
2022_08_sainz,2022_08,2022,8,sainz,ferrari,4.0,,R,0.0,8.0,Hydraulics,,1:48.978,False,4.0,102957.0,102088.0,101814.0
2022_08_stroll,2022_08,2022,8,stroll,aston_martin,19.0,16.0,16,0.0,46.0,Vibrations,,1:48.038,True,19.0,105371.0,,
2022_08_tsunoda,2022_08,2022,8,tsunoda,alphatauri,8.0,13.0,13,0.0,50.0,+1 Lap,,1:47.523,True,8.0,103595.0,103376.0,103056.0
2022_08_vettel,2022_08,2022,8,vettel,aston_martin,9.0,6.0,6,8.0,51.0,Finished,,1:48.206,True,9.0,103279.0,103268.0,103091.0
2022_08_zhou,2022_08,2022,8,zhou,alfa,14.0,,R,0.0,23.0,Hydraulics,,1:48.723,False,14.0,103777.0,103790.0,
2022_09_albon,2022_09,2022,9,albon,williams,12.0,13.0,13,0.0,70.0,Finished,,1:17.951,True,12.0,94047.0,86858.0,
2022_09_alonso,2022_09,2022,9,alonso,alpine,2.0,9.0,9,2.0,70.0,Finished,,1:16.578,True,2.0,92277.0,84848.0,81944.0
2022_09_bottas,2022_09,2022,9,bottas,alfa,11.0,7.0,7,6.0,70.0,Finished,,1:17.010,True,11.0,93689.0,86788.0,
2022_09_gasly,2022_09,2022,9,gasly,alphatauri,15.0,14.0,14,0.0,70.0,Finished,,1:17.810,True,16.0,94492.0,,
2022_09_hamilton,2022_09,2022,9,hamilton,mercedes,4.0,3.0,3,15.0,70.0,Finished,,1:16.167,True,4.0,93841.0,85543.0,82891.0
2022_09_kevin_magnussen,2022_09,2022,9,kevin_magnussen,haas,5.0,17.0,17,0.0,70.0,Finished,,1:18.046,True,5.0,92957.0,86254.0,82960.0
2022_09_latifi,2022_09,2022,9,latifi,williams,18.0,16.0,16,0.0,70.0,Finished,,1:18.540,True,19.0,95660.0,,
2022_09_leclerc,2022_09,2022,9,leclerc,ferrari,19.0,5.0,5,10.0,70.0,Finished,,1:15.901,True,15.0,93008.0,,
2022_09_max_verstappen,2022_09,2022,9,max_verstappen,red_bull,1.0,1.0,1,25.0,70.0,Finished,,1:15.839,True,1.0,92219.0,83746.0,81299.0
2022_09_mick_schumacher,2022_09,2022,9,mick_schumacher,haas,6.0,,R,0.0,18.0,Engine,,1:18.967,False,6.0,93707.0,85684.0,83356.0
2022_09_norris,2022_09,2022,9,norris,mclaren,14.0,15.0,15,0.0,70.0,Finished,,1:17.495,True,14.0,94066.0,,
2022_09_ocon,2022_09,2022,9,ocon,alpine,7.0,6.0,6,8.0,70.0,Finished,,1:17.110,True,7.0,93012.0,86135.0,83529.0
2022_09_perez,2022_09,2022,9,perez,red_bull,13.0,,R,0.0,7.0,Gearbox,,1:18.844,False,13.0,93929.0,93127.0,
2022_09_ricciardo,2022_09,2022,9,ricciardo,mclaren,9.0,11.0,11,0.0,70.0,Finished,,1:17.932,True,9.0,93636.0,86375.0,83749.0
2022_09_russell,2022_09,2022,9,russell,mercedes,8.0,4.0,4,12.0,70.0,Finished,,1:16.418,True,8.0,93160.0,84950.0,83557.0
2022_09_sainz,2022_09,2022,9,sainz,ferrari,3.0,2.0,2,19.0,70.0,Finished,,1:15.749,True,3.0,92781.0,85197.0,82096.0
2022_09_stroll,2022_09,2022,9,stroll,aston_martin,17.0,10.0,10,1.0,70.0,Finished,,1:17.421,True,18.0,95532.0,,
2022_09_tsunoda,2022_09,2022,9,tsunoda,alphatauri,20.0,,R,0.0,47.0,Accident,,1:18.309,False,20.0,96575.0,,
2022_09_vettel,2022_09,2022,9,vettel,aston_martin,16.0,12.0,12,0.0,70.0,Finished,,1:17.956,True,17.0,94512.0,,
2022_09_zhou,2022_09,2022,9,zhou,alfa,10.0,8.0,8,4.0,70.0,Finished,,1:16.927,True,10.0,93692.0,86116.0,84030.0
2022_10_albon,2022_10,2022,10,albon,williams,16.0,,R,0.0,0.0,Collision,,,False,16.0,102078.0,,
2022_10_alonso,2022_10,2022,10,alonso,alpine,7.0,5.0,5,10.0,52.0,Finished,,1:31.609,True,7.0,101598.0,102209.0,102116.0
2022_10_bottas,2022_10,2022,10,bottas,alfa,12.0,,R,0.0,20.0,Gearbox,,1:35.103,False,12.0,101396.0,104232.0,
2022_10_gasly,2022_10,2022,10,gasly,alphatauri,11.0,,R,0.0,26.0,Collision damage,,1:34.614,False,11.0,101680.0,103702.0,
2022_10_hamilton,2022_10,2022,10,hamilton,mercedes,5.0,3.0,3,16.0,52.0,Finished,,1:30.510,True,5.0,100428.0,101062.0,101995.0
2022_10_kevin_magnussen,2022_10,2022,10,kevin_magnussen,haas,17.0,10.0,10,1.0,52.0,Finished,,1:32.661,True,17.0,102159.0,,
2022_10_latifi,2022_10,2022,10,latifi,williams,10.0,12.0,12,0.0,52.0,Finished,,1:33.286,True,10.0,101998.0,103273.0,123095.0
2022_10_leclerc,2022_10,2022,10,leclerc,ferrari,3.0,4.0,4,12.0,52.0,Finished,,1:31.282,True,3.0,99846.0,101247.0,101298.0
2022_10_max_verstappen,2022_10,2022,10,max_verstappen,red_bull,2.0,7.0,7,6.0,52.0,Finished,,1:32.354,True,2.0,99129.0,100655.0,101055.0
2022_10_mick_schumacher,2022_10,2022,10,mick_schumacher,haas,19.0,8.0,8,4.0,52.0,Finished,,1:32.109,True,19.0,102708.0,,
2022_10_norris,2022_10,2022,10,norris,mclaren,6.0,6.0,6,8.0,52.0,Finished,,1:31.645,True,6.0,101515.0,101821.0,102084.0
2022_10_ocon,2022_10,2022,10,ocon,alpine,15.0,,R,0.0,37.0,Fuel pump,,1:33.537,False,15.0,101730.0,105190.0,
2022_10_perez,2022_10,2022,10,perez,red_bull,4.0,2.0,2,18.0,52.0,Finished,,1:30.937,True,4.0,100521.0,102513.0,101616.0
2022_10_ricciardo,2022_10,2022,10,ricciardo,mclaren,14.0,13.0,13,0.0,52.0,Finished,,1:32.644,True,14.0,101933.0,104355.0,
2022_10_russell,2022_10,2022,10,russell,mercedes,8.0,,R,0.0,0.0,Collision,,,False,8.0,100028.0,101725.0,102161.0
2022_10_sainz,2022_10,2022,10,sainz,ferrari,1.0,1.0,1,25.0,52.0,Finished,,1:30.813,True,1.0,100190.0,101602.0,100983.0
2022_10_stroll,2022_10,2022,10,stroll,aston_martin,20.0,11.0,11,0.0,52.0,Finished,,1:32.379,True,20.0,103430.0,,
2022_10_tsunoda,2022_10,2022,10,tsunoda,alphatauri,13.0,14.0,14,0.0,52.0,Finished,,1:33.832,True,13.0,101893.0,104311.0,
2022_10_vettel,2022_10,2022,10,vettel,aston_martin,18.0,9.0,9,2.0,52.0,Finished,,1:32.471,True,18.0,102666.0,,
2022_10_zhou,2022_10,2022,10,zhou,alfa,9.0,,R,0.0,0.0,Collision,,,False,9.0,100791.0,102640.0,102719.0
2022_11_albon,2022_11,2022,11,albon,williams,15.0,12.0,12,0.0,70.0,+1 Lap,,1:09.669,True,11.0,66516.0,66230.0,
2022_11_alonso,2022_11,2022,11,alonso,alpine,19.0,10.0,10,1.0,70.0,+1 Lap,,1:08.558,True,8.0,66016.0,66082.0,66103.0
2022_11_bottas,2022_11,2022,11,bottas,alfa,0.0,11.0,11,0.0,70.0,+1 Lap,,1:09.266,True,12.0,66442.0,66319.0,
2022_11_gasly,2022_11,2022,11,gasly,alphatauri,14.0,15.0,15,0.0,70.0,+1 Lap,,1:10.104,True,10.0,66589.0,66160.0,
2022_11_hamilton,2022_11,2022,11,hamilton,mercedes,8.0,3.0,3,15.0,71.0,Finished,,1:09.000,True,9.0,66079.0,65475.0,73151.0
2022_11_kevin_magnussen,2022_11,2022,11,kevin_magnussen,haas,7.0,8.0,8,4.0,70.0,+1 Lap,,1:09.938,True,6.0,66366.0,65894.0,65879.0
2022_11_latifi,2022_11,2022,11,latifi,williams,17.0,,R,0.0,48.0,Undertray,,1:10.890,False,19.0,67003.0,,
2022_11_leclerc,2022_11,2022,11,leclerc,ferrari,2.0,1.0,1,25.0,71.0,Finished,,1:07.583,True,2.0,65419.0,65287.0,65013.0
2022_11_max_verstappen,2022_11,2022,11,max_verstappen,red_bull,1.0,2.0,2,19.0,71.0,Finished,,1:07.275,True,1.0,65852.0,65374.0,64984.0
2022_11_mick_schumacher,2022_11,2022,11,mick_schumacher,haas,9.0,6.0,6,8.0,70.0,+1 Lap,,1:09.625,True,7.0,66405.0,66151.0,66011.0
2022_11_norris,2022_11,2022,11,norris,mclaren,10.0,7.0,7,6.0,70.0,+1 Lap,,1:09.304,True,15.0,66330.0,85847.0,
2022_11_ocon,2022_11,2022,11,ocon,alpine,6.0,5.0,5,10.0,71.0,Finished,,1:09.559,True,5.0,66468.0,65993.0,65726.0
2022_11_perez,2022_11,2022,11,perez,red_bull,5.0,,R,0.0,24.0,Collision damage,,1:11.843,False,13.0,66143.0,66458.0,
2022_11_ricciardo,2022_11,2022,11,ricciardo,mclaren,11.0,9.0,9,2.0,70.0,+1 Lap,,1:09.924,True,16.0,66613.0,,
2022_11_russell,2022_11,2022,11,russell,mercedes,4.0,4.0,4,12.0,71.0,Finished,,1:09.075,True,4.0,66235.0,65697.0,65431.0
2022_11_sainz,2022_11,2022,11,sainz,ferrari,3.0,,R,0.0,56.0,Power Unit,,1:08.649,False,3.0,65660.0,65576.0,65066.0
2022_11_stroll,2022_11,2022,11,stroll,aston_martin,12.0,13.0,13,0.0,70.0,+1 Lap,,1:10.048,True,17.0,66847.0,,
2022_11_tsunoda,2022_11,2022,11,tsunoda,alphatauri,16.0,16.0,16,0.0,70.0,+1 Lap,,1:10.023,True,14.0,66463.0,66851.0,
2022_11_vettel,2022_11,2022,11,vettel,aston_martin,18.0,17.0,17,0.0,70.0,+1 Lap,,1:10.001,True,20.0,67083.0,,
2022_11_zhou,2022_11,2022,11,zhou,alfa,13.0,14.0,14,0.0,70.0,+1 Lap,,1:09.380,True,18.0,66901.0,,
2022_12_albon,2022_12,2022,12,albon,williams,13.0,13.0,13,0.0,53.0,Finished,,1:39.199,True,15.0,93423.0,93307.0,
2022_12_alonso,2022_12,2022,12,alonso,alpine,7.0,6.0,6,8.0,53.0,Finished,,1:38.160,True,7.0,92819.0,92631.0,92552.0
2022_12_bottas,2022_12,2022,12,bottas,alfa,11.0,14.0,14,0.0,53.0,Finished,,1:37.963,True,13.0,93034.0,93052.0,
2022_12_gasly,2022_12,2022,12,gasly,alphatauri,14.0,12.0,12,0.0,53.0,Finished,,1:38.786,True,16.0,93439.0,,
2022_12_hamilton,2022_12,2022,12,hamilton,mercedes,4.0,2.0,2,18.0,53.0,Finished,,1:37.668,True,4.0,93041.0,92274.0,91765.0
2022_12_kevin_magnussen,2022_12,2022,12,kevin_magnussen,haas,20.0,,R,0.0,37.0,Collision damage,,1:39.265,False,10.0,92756.0,92649.0,
2022_12_latifi,2022_12,2022,12,latifi,williams,18.0,,R,0.0,40.0,Collision damage,,1:39.650,False,20.0,93794.0,,
2022_12_leclerc,2022_12,2022,12,leclerc,ferrari,1.0,,R,0.0,17.0,Accident,,1:38.088,False,1.0,91727.0,91216.0,90872.0
2022_12_max_verstappen,2022_12,2022,12,max_verstappen,red_bull,2.0,1.0,1,25.0,53.0,Finished,,1:37.491,True,2.0,91891.0,91990.0,91176.0
